"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"supabase-legacy-route","/products/premium-leather-apparel/leather-cargo-pants","/products/premium-leather-apparel/men/pants-joggers/leather-cargo-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-dress","/products/premium-leather-apparel/women/dresses-skirts/leather-dress","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-duffle-bag","/products/premium-leather-apparel/accessories/bags/leather-duffle-bag","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-field-jacket","/products/premium-leather-apparel/men/jackets-outerwear/leather-field-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-gloves","/products/premium-leather-apparel/accessories/accessories/leather-gloves","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-hoodie","/products/premium-leather-apparel/men/hoodies/leather-hoodie","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-messenger-bag","/products/premium-leather-apparel/accessories/bags/leather-messenger-bag","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-motorcycle-gloves","/products/premium-leather-apparel/accessories/accessories/leather-motorcycle-gloves","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-motorcycle-jacket","/products/premium-leather-apparel/men/jackets-outerwear/leather-motorcycle-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-pants","/products/premium-leather-apparel/men/pants-joggers/leather-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-puffer-jacket","/products/premium-leather-apparel/men/jackets-outerwear/leather-puffer-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-shirt","/products/premium-leather-apparel/men/shirts-tops/leather-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-shorts","/products/premium-leather-apparel/men/shorts/leather-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-skirt","/products/premium-leather-apparel/women/dresses-skirts/leather-skirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-tote-bag","/products/premium-leather-apparel/accessories/bags/leather-tote-bag","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-trench-coat","/products/premium-leather-apparel/men/jackets-outerwear/leather-trench-coat","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-vest","/products/premium-leather-apparel/men/vests-waistcoats/leather-vest","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-waist-bag","/products/premium-leather-apparel/accessories/bags/leather-waist-bag","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-waistcoat","/products/premium-leather-apparel/men/vests-waistcoats/leather-waistcoat","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-wallet","/products/premium-leather-apparel/accessories/custom-apparel/leather-wallet","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/leather-work-apron","/products/premium-leather-apparel/accessories/aprons/leather-work-apron","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/men/leather-trousers/leather-trousers-reference-style-02","/products/premium-leather-apparel/men/pants-joggers/leather-pants","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/men/leather-trousers/leather-trousers-reference-style-03","/products/premium-leather-apparel/men/pants-joggers/leather-pants","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/men/leather-vests/leather-vest-waistcoat","/products/premium-leather-apparel/men/vests-waistcoats/leather-waistcoat","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/suede-leather-jacket","/products/premium-leather-apparel/men/jackets-outerwear/suede-leather-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-biker-jacket","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-biker-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-blazer","/products/premium-leather-apparel/women/custom-apparel/womens-leather-blazer","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-bomber-jacket","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-bomber-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-cargo-pants","/products/premium-leather-apparel/women/pants-joggers/womens-leather-cargo-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-pants","/products/premium-leather-apparel/women/pants-joggers/womens-leather-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-puffer-jacket","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-puffer-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-shirt","/products/premium-leather-apparel/women/shirts-tops/womens-leather-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-trench-coat","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-trench-coat","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-leather-vest","/products/premium-leather-apparel/women/vests-waistcoats/womens-leather-vest","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-apparel/womens-suede-jacket","/products/premium-leather-apparel/women/jackets-outerwear/womens-suede-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-bag","/products/premium-leather-apparel/accessories/bags","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-bag-reference-style-02","/products/premium-leather-apparel/accessories/bags","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/premium-leather-bag-reference-style-03","/products/premium-leather-apparel/accessories/bags","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/quarter-zip-pullover","/products/sportswear/training/training-wear/quarter-zip-training-top","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/rugby-jersey","/products/sportswear/team-club/team-uniforms/rugby-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sleep-shorts-set","/products/leisure-nightwear/men/matching-sets/mens-lounge-set","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-baseball","/products/sportswear/team-club/team-uniforms","INVESTIGATE","review","Retired baseball category alias now resolves to the current published Team Uniforms product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-baseball/baseball-jersey","/products/sportswear/team-club/team-uniforms/baseball-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-basketball","/products/sportswear/team-club/team-uniforms","INVESTIGATE","review","Retired basketball category alias now resolves to the current published Team Uniforms product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-basketball/basketball-mesh-jersey","/products/sportswear/team-club/team-uniforms/basketball-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-cricket","/products/sportswear/team-club/team-uniforms","INVESTIGATE","review","Retired cricket category alias now resolves to the current published Team Uniforms product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-cricket/cricket-jersey","/products/sportswear/team-club/team-uniforms/cricket-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/athletic-onesie","/products/sportswear/fitness-activewear/performance-activewear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/performance-gym-hoodie","/products/sportswear/training/training-wear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/quarter-zip-pullover","/products/sportswear/training/training-wear/quarter-zip-training-top","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/track-pants","/products/sportswear/training/training-wear/training-pants","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/training-shirt","/products/sportswear/training/training-wear/training-t-shirt","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-gym/zip-up-fleece-jacket","/products/sportswear/training/training-wear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-rugby","/products/sportswear/team-club/team-uniforms","INVESTIGATE","review","Retired rugby category alias now resolves to the current published Team Uniforms product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-rugby/rugby-jersey","/products/sportswear/team-club/team-uniforms/rugby-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear-soccer","/products/sportswear/team-club/team-uniforms","INVESTIGATE","review","Retired soccer category alias now resolves to the current published Team Uniforms product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/american-football-uniform","/products/sportswear/team-club/team-uniforms/american-football-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/athletic-onesie","/products/sportswear/fitness-activewear/performance-activewear","INVESTIGATE","review","No current Athletic Onesie product exists; the alias resolves to the closest current published Performance & Activewear product-type taxonomy.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/baseball-jersey","/products/sportswear/team-club/team-uniforms/baseball-uniform","INVESTIGATE","review","Legacy Baseball Jersey was merged into the current published Baseball Uniform product.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/baseball-uniform","/products/sportswear/team-club/team-uniforms/baseball-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/baseball-uniform-kit","/products/sportswear/team-club/team-uniforms/baseball-uniform","INVESTIGATE","review","Legacy Baseball Uniform Kit was reconciled to the current published Baseball Uniform product.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/basketball-mesh-jersey","/products/sportswear/team-club/team-uniforms/basketball-uniform","INVESTIGATE","review","Legacy Basketball Mesh Jersey was merged into the current published Basketball Uniform product.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/basketball-uniform","/products/sportswear/team-club/team-uniforms/basketball-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/basketball-uniform-kit","/products/sportswear/team-club/team-uniforms/basketball-uniform","INVESTIGATE","review","Legacy Basketball Uniform Kit was reconciled to the current published Basketball Uniform product.","yes","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/boxing-robe","/products/sportswear/combat-sports/combat-sportswear/boxing-robe","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/boxing-shorts","/products/sportswear/combat-sports/combat-sportswear/boxing-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/boxing-training-set","/products/sportswear/combat-sports/combat-sportswear/boxing-training-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/compression-set","/products/sportswear/fitness-activewear/performance-activewear/compression-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/compression-shirt","/products/sportswear/fitness-activewear/performance-activewear/compression-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/compression-tights","/products/sportswear/fitness-activewear/performance-activewear/compression-tights","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/cricket-uniform","/products/sportswear/team-club/team-uniforms/cricket-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/cycling-bib-shorts","/products/sportswear/fitness-activewear/performance-activewear/cycling-bib-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/cycling-jersey","/products/sportswear/fitness-activewear/performance-activewear/cycling-jersey","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/esports-jersey","/products/sportswear/team-club/team-uniforms/esports-jersey","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/field-hockey-uniform","/products/sportswear/team-club/team-uniforms/field-hockey-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/futsal-uniform","/products/sportswear/team-club/team-uniforms/futsal-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/gym-tank-top","/products/sportswear/fitness-activewear/performance-activewear/gym-tank-top","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/handball-uniform","/products/sportswear/team-club/team-uniforms/handball-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/ice-hockey-jersey","/products/sportswear/team-club/team-uniforms/ice-hockey-jersey","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/mma-fight-shorts","/products/sportswear/combat-sports/combat-sportswear/mma-fight-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/mma-rash-guard","/products/sportswear/combat-sports/combat-sportswear/mma-rash-guard","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/mma-training-set","/products/sportswear/combat-sports/combat-sportswear/mma-training-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/netball-uniform","/products/sportswear/team-club/team-uniforms/netball-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/quarter-zip-training-top","/products/sportswear/training/training-wear/quarter-zip-training-top","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/rugby-uniform","/products/sportswear/team-club/team-uniforms/rugby-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/running-jacket","/products/sportswear/fitness-activewear/performance-activewear/running-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/running-shorts","/products/sportswear/fitness-activewear/performance-activewear/running-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/running-singlet","/products/sportswear/fitness-activewear/performance-activewear/running-singlet","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/soccer-away-kit","/products/sportswear/team-club/team-uniforms/soccer-away-kit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/soccer-goalkeeper-kit","/products/sportswear/team-club/team-uniforms/soccer-goalkeeper-kit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/soccer-home-kit","/products/sportswear/team-club/team-uniforms/soccer-home-kit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/sports-warm-up-suit","/products/sportswear/training/training-wear/sports-warm-up-suit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/sports-windbreaker","/products/sportswear/training/training-wear/sports-windbreaker","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-bench-jacket","/products/sportswear/training/training-wear/team-bench-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-club/baseball-uniforms/baseball-jersey","/products/sportswear/team-club/team-uniforms/baseball-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-club/basketball-uniforms/basketball-mesh-jersey","/products/sportswear/team-club/team-uniforms/basketball-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-club/cricket-uniforms/cricket-jersey","/products/sportswear/team-club/team-uniforms/cricket-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-club/rugby-kits/rugby-jersey","/products/sportswear/team-club/team-uniforms/rugby-uniform","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/team-tracksuit","/products/sportswear/training/training-wear/team-tracksuit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/training-bib","/products/sportswear/training/training-wear/training-bib","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/training-pants","/products/sportswear/training/training-wear/training-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/training-polo","/products/sportswear/training/training-wear/training-polo","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/training-shorts","/products/sportswear/training/training-wear/training-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/training-t-shirt","/products/sportswear/training/training-wear/training-t-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/athletic-bodysuits/athletic-onesie","/products/sportswear/fitness-activewear/performance-activewear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/performance-tops/training-shirt","/products/sportswear/training/training-wear/training-t-shirt","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/tracksuits-track-pants/track-pants","/products/sportswear/training/training-wear/training-pants","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/training-outerwear/performance-gym-hoodie","/products/sportswear/training/training-wear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/training-outerwear/quarter-zip-pullover","/products/sportswear/training/training-wear/quarter-zip-training-top","301","auto","Legacy product merged into verified 255-product master catalogue | normalized to current canonical product","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/unisex/training-outerwear/zip-up-fleece-jacket","/products/sportswear/training/training-wear","301","auto","Legacy product merged into verified 255-product master catalogue | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/volleyball-uniform","/products/sportswear/team-club/team-uniforms/volleyball-uniform","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/womens-gym-leggings","/products/sportswear/fitness-activewear/performance-activewear/womens-gym-leggings","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/womens-sports-bra","/products/sportswear/fitness-activewear/performance-activewear/womens-sports-bra","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/womens-yoga-set","/products/sportswear/fitness-activewear/performance-activewear/womens-yoga-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/sportswear/wrestling-singlet","/products/sportswear/combat-sports/combat-sportswear/wrestling-singlet","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/cargo-pants","/products/streetwear-activewear/unisex/bottoms/cargo-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/cargo-shorts","/products/streetwear-activewear/unisex/bottoms/cargo-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/cargo-tracksuit","/products/streetwear-activewear/unisex/matching-sets/cargo-tracksuit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/coach-jacket","/products/streetwear-activewear/unisex/outerwear/coach-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/crewneck-sweatshirt","/products/streetwear-activewear/unisex/tops/crewneck-sweatshirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/cropped-hoodie","/products/streetwear-activewear/unisex/tops/cropped-hoodie","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/graphic-t-shirt","/products/streetwear-activewear/unisex/tops/graphic-t-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/heavyweight-sweatshirt","/products/streetwear-activewear/unisex/tops/heavyweight-sweatshirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/heavyweight-t-shirt","/products/streetwear-activewear/unisex/tops/heavyweight-t-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/jogger-pants","/products/streetwear-activewear/unisex/bottoms/jogger-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/long-sleeve-t-shirt","/products/streetwear-activewear/unisex/tops/long-sleeve-t-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/overshirt","/products/streetwear-activewear/unisex/tops/overshirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/oversized-hoodie-jogger-set","/products/streetwear-activewear/unisex/matching-sets/oversized-hoodie-jogger-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/oversized-pullover-hoodie","/products/streetwear-activewear/unisex/tops/oversized-pullover-hoodie","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/oversized-t-shirt","/products/streetwear-activewear/unisex/tops/oversized-t-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/parachute-pants","/products/streetwear-activewear/unisex/bottoms/parachute-pants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/premium-polo-shirt","/products/streetwear-activewear/unisex/tops/streetwear-premium-polo-shirt","301","auto","Drive catalogue canonical route normalization | retired product mapped to current buyer-safe destination","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/premium-zip-hoodie","/products/streetwear-activewear/unisex/tops/premium-zip-hoodie","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/puffer-jacket","/products/streetwear-activewear/unisex/outerwear/puffer-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/sherpa-jacket","/products/streetwear-activewear/unisex/outerwear/sherpa-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/streetwear-bomber-jacket","/products/streetwear-activewear/unisex/outerwear/streetwear-bomber-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/streetwear-shirt","/products/streetwear-activewear/unisex/tops/streetwear-shirt","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/streetwear-tracksuit","/products/streetwear-activewear/unisex/matching-sets/streetwear-tracksuit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/summer-t-shirt-shorts-set","/products/streetwear-activewear/unisex/matching-sets/summer-t-shirt-shorts-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/sweat-shorts","/products/streetwear-activewear/unisex/bottoms/sweat-shorts","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/sweatpants","/products/streetwear-activewear/unisex/bottoms/sweatpants","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/sweatshirt-jogger-set","/products/streetwear-activewear/unisex/matching-sets/sweatshirt-jogger-set","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/tech-fleece-tracksuit","/products/streetwear-activewear/unisex/bottoms/tech-fleece-tracksuit","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
"supabase-legacy-route","/products/streetwear-activewear/technical-shell-jacket","/products/streetwear-activewear/unisex/outerwear/technical-shell-jacket","301","auto","Drive catalogue canonical route normalization","no","no","2026-08-08"
